record_id,species_name,common_name,plant_type,region,country,year,height_m,dbh_cm,wood_density_g_cm3,agb_kg,bgb_kg,carbon_storage_kg,total_CO2eq_stored_kg,annual_C_kg,annual_CO2_kg,annual_growth_rate_pct,co2_absorption_change_rate_pct,mortality_rate,leaf_area_index,canopy_m2,root_depth_m,mean_temp_C,annual_rainfall_mm,soil_type,soil_carbon_percent,altitude_m,latitude,longitude,urban_density_index,land_use_type,maintenance_cost_usd_per_year,policy_zone,iucn_status,biodiversity_value,habitat_loss_percent,protected_area_presence,invasive_risk_score,source
R000072,Salix babylonica,Weeping willow (common),tree,Asia,Vietnam,2016,12.959,14.446,0.702,189.831,56.54,115.794,424.579,9.9589,36.5161,8.6,-1.93,0.01,1.961,68.839,2.176,17.28,543.2,Silty,3.433,167.1,-15.053654,-119.930327,29.64,urban_park,26.89,low,LC,0.212,27.86,0,0.26,Hybrid-synthetic (modeled from literature distributions)
R000073,Terminalia brownii var2,Terminalia (var2),tree,Asia,Philippines,2021,9.419,35.992,0.531,647.453,191.345,394.235,1445.528,7.8268,28.6984,1.99,-0.72,0.0345,2.325,41.631,0.5,30.08,459.4,Peaty,1.974,3.8,-57.197748,92.236901,31.03,green_roof,28.4,high,CR,0.274,16.09,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000074,Lavandula angustifolia var3,Lavender (var3),flower,North America,Mexico,2014,0.824,0.0,,0.12,0.014,0.063,0.232,0.0396,0.1452,62.6,1.5,0.05,0.953,0.592,0.236,-0.89,1164.5,Loam,2.183,0.0,9.656112,-129.889188,8.3,community_garden,17.61,high,VU,0.74,5.79,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000075,Betula pendula var7,Silver birch (var7),tree,Oceania,New Zealand,2024,10.768,81.683,0.585,4203.255,1199.637,2539.359,9310.983,72.0346,264.1269,2.84,-1.81,0.0184,4.079,1.0,1.897,28.58,248.5,Loam-Clay,2.468,376.1,43.625703,31.943348,41.75,community_garden,24.12,low,VU,0.618,15.77,0,0.115,Hybrid-synthetic (modeled from literature distributions)
R000076,Cordia africana var2,Cordia (var2),tree,Africa,Ethiopia,2009,8.077,23.087,0.715,307.796,85.165,184.692,677.202,5.8321,21.3844,3.16,-2.76,0.0262,6.259,39.211,2.455,28.97,1366.3,Loam,1.865,677.3,36.532465,-79.646446,34.81,residential_yard,17.1,moderate,VU,0.35,21.48,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000077,Lantana camara var5,Lantana (var5),flower,Africa,Uganda,2004,0.386,0.0,,0.236,0.024,0.122,0.448,0.062,0.2274,50.8,1.22,0.3201,1.363,0.706,0.104,26.02,1375.6,Loam,2.351,1225.0,-24.052119,-152.329653,52.7,natural_forest,20.83,low,DD,0.533,6.52,1,0.125,Hybrid-synthetic (modeled from literature distributions)
R000078,Cecropia peltata var6,Trumpet tree (var6),tree,Africa,South Africa,2013,15.955,53.751,0.357,1646.154,386.612,955.4,3503.133,34.5156,126.5573,3.61,1.69,0.0305,2.085,84.917,0.996,21.89,1153.3,Clay,1.867,0.0,-51.386903,65.7422,27.29,community_garden,18.31,high,LC,0.27,33.87,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000079,Cecropia peltata var2,Trumpet tree (var2),tree,North America,Canada,2024,15.357,39.732,0.714,1731.772,481.477,1040.227,3814.166,1.0402,3.8142,0.1,-0.98,0.01,3.471,29.641,1.48,7.73,638.0,Peaty,1.178,476.2,-22.39825,104.01569,50.95,urban_park,76.73,high,EN,0.682,23.26,0,0.251,Hybrid-synthetic (modeled from literature distributions)
R000080,Quercus robur var4,English oak (var4),tree,Europe,France,2024,17.105,32.253,0.597,1062.015,226.627,605.662,2220.761,47.9802,175.9275,7.92,2.47,0.01,2.876,47.378,3.085,13.13,555.1,Silty,2.068,288.3,-34.934073,-47.265418,8.03,natural_forest,23.85,low,EN,0.385,0.0,0,0.123,Hybrid-synthetic (modeled from literature distributions)
R000081,Salix babylonica,Weeping willow (common),tree,Europe,Spain,2015,10.079,27.067,0.608,448.894,134.041,273.979,1004.591,3.6175,13.2642,1.32,0.24,0.01,4.247,46.969,2.036,14.91,912.9,Sandy,1.13,69.6,40.257627,-174.71038,28.76,natural_forest,24.3,moderate,DD,0.529,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000082,Citrus sinensis var8,Orange tree (var8),tree,Oceania,Australia,2014,10.628,15.113,0.25,60.689,16.971,36.5,133.834,1.951,7.1536,5.35,1.98,0.0194,2.771,46.905,1.512,26.07,1108.2,Loam,1.277,616.1,-18.228529,-46.173854,17.08,urban_park,10.04,high,CR,0.417,21.81,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000083,Tagetes erecta,Marigold (common),flower,Oceania,Australia,2002,0.1,0.0,,0.217,0.037,0.119,0.437,0.0446,0.1636,37.42,-0.47,0.05,1.338,0.01,0.076,17.3,1830.7,Chalky,2.231,306.3,20.895635,-86.434207,12.89,natural_forest,12.7,low,EN,0.612,16.98,0,0.325,Hybrid-synthetic (modeled from literature distributions)
R000084,Prunus africana var6,African cherry (var6),tree,Africa,Tanzania,2012,14.798,54.747,0.541,2398.992,734.471,1472.728,5400.002,80.432,294.9174,5.46,1.18,0.0201,1.693,43.767,1.53,16.49,688.0,Clay,2.842,934.8,55.275237,-109.106746,42.6,campus,100.74,high,VU,0.915,9.33,1,0.043,Hybrid-synthetic (modeled from literature distributions)
R000085,Populus nigra var5,Black poplar (var5),tree,North America,Canada,2024,12.288,41.637,0.499,1063.304,307.331,644.199,2362.062,32.6269,119.6318,5.06,-0.87,0.0203,1.059,57.588,0.97,5.87,1143.9,Loam-Clay,1.809,1302.2,41.765051,82.390119,53.73,natural_forest,13.01,moderate,LC,0.67,0.0,0,0.229,Hybrid-synthetic (modeled from literature distributions)
R000086,Rosa spp.,Rose (common),flower,Africa,Ethiopia,2017,0.574,0.0,,0.36,0.042,0.189,0.693,0.0121,0.0444,6.4,-3.08,0.05,0.876,0.197,0.05,23.99,960.2,Sandy,2.588,860.3,-55.677742,-116.920162,51.57,green_roof,60.47,low,DD,0.889,0.0,0,0.126,Hybrid-synthetic (modeled from literature distributions)
R000087,Grevillea robusta var4,Silk oak (var4),tree,Oceania,Australia,2024,23.9,45.985,0.866,4377.238,1373.649,2702.917,9910.696,170.3953,624.7827,6.3,1.92,0.0181,1.921,1.0,1.349,24.04,274.4,Sandy,0.748,296.4,23.234167,97.604214,35.76,campus,41.9,low,LC,0.579,19.1,1,0.034,Hybrid-synthetic (modeled from literature distributions)
R000088,Tectona grandis var7,Teak (var7),tree,Asia,China,2015,1.5,41.393,0.489,125.805,27.574,72.088,264.323,1.5652,5.739,2.17,0.96,0.01,2.902,77.609,0.5,16.85,750.6,Chalky,2.821,908.7,-50.585302,16.018905,15.25,roadside,47.07,low,EN,0.546,26.6,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000089,Picea abies var4,Norway spruce (var4),tree,Europe,Germany,2019,8.584,46.37,0.563,1038.412,214.29,588.77,2158.823,8.8601,32.487,1.5,1.08,0.0142,3.781,1.0,2.342,11.5,1398.7,Peaty,2.607,872.0,-18.558966,-59.180236,16.27,roadside,125.23,low,VU,0.486,21.24,0,0.024,Hybrid-synthetic (modeled from literature distributions)
R000090,Jacaranda mimosifolia var8,Jacaranda (var8),tree,South America,Brazil,2009,14.637,50.579,0.605,2265.141,774.822,1428.783,5238.87,73.3745,269.04,5.14,-2.23,0.012,5.009,1.0,1.44,15.73,2655.5,Peaty,2.455,369.9,-44.194197,131.506473,50.52,natural_forest,15.13,high,DD,0.755,14.44,0,0.37,Hybrid-synthetic (modeled from literature distributions)
R000091,Milicia excelsa var6,Iroko (var6),tree,Africa,Nigeria,2022,5.927,42.531,0.647,693.928,221.712,430.351,1577.953,20.0248,73.4241,4.65,-0.33,0.0145,3.82,1.0,2.47,23.57,189.5,Loam-Clay,0.971,1045.2,-15.129474,160.00149,5.55,campus,40.79,none,DD,0.46,21.32,0,0.042,Hybrid-synthetic (modeled from literature distributions)
R000092,Casuarina equisetifolia var3,Casuarina (var3),tree,Oceania,Fiji,2003,18.704,63.97,0.507,3879.328,1212.837,2393.318,8775.498,65.3929,239.7739,2.73,-0.17,0.01,1.409,38.229,1.078,12.69,1038.7,Loam-Clay,1.387,754.1,12.436464,-152.287392,9.33,urban_park,12.36,moderate,CR,0.46,21.48,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R000093,Cinnamomum verum var4,Cinnamon (var4),tree,Oceania,New Zealand,2002,13.114,38.947,0.452,900.058,264.21,547.206,2006.421,6.1798,22.6594,1.13,-3.25,0.0323,1.441,83.189,2.149,24.15,438.7,Peaty,3.018,24.7,54.909722,-36.347286,32.63,green_roof,64.94,none,EN,0.724,28.95,0,0.061,Hybrid-synthetic (modeled from literature distributions)
R000094,Hibiscus rosa-sinensis var3,Hibiscus (var3),flower,Africa,South Africa,2011,0.826,0.0,,0.048,0.012,0.028,0.103,0.0126,0.0462,44.74,-1.38,0.05,0.568,0.444,0.247,21.24,1571.0,Chalky,2.016,504.5,-27.503241,-90.878483,39.4,community_garden,1.94,low,EN,0.568,9.66,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000095,Prunus africana var3,African cherry (var3),tree,Oceania,Fiji,2020,22.23,28.984,0.744,1389.026,294.713,791.357,2901.643,33.157,121.5756,4.19,-1.21,0.0311,4.197,69.987,1.878,19.93,381.2,Clay,2.887,560.7,-5.478549,46.888999,15.37,community_garden,18.57,high,EN,0.333,15.04,0,0.25,Hybrid-synthetic (modeled from literature distributions)
R000096,Acer platanoides var2,Norway maple (var2),tree,Europe,Germany,2002,22.316,74.85,0.458,5726.317,1949.479,3607.624,13227.955,144.6741,530.4717,4.01,-1.22,0.0319,2.425,1.0,0.948,9.9,875.6,Clay,3.749,174.8,-22.823175,-90.015499,14.03,community_garden,31.71,low,EN,0.314,15.4,0,0.06,Hybrid-synthetic (modeled from literature distributions)
R000097,Tagetes erecta var4,Marigold (var4),flower,South America,Colombia,2010,0.1,0.0,,0.203,0.031,0.11,0.404,0.037,0.1358,33.63,0.72,0.1812,1.241,0.719,0.282,21.97,1568.7,Sandy,1.77,0.0,20.83745,-115.468828,26.04,community_garden,35.52,moderate,NT,0.47,13.65,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000098,Hibiscus rosa-sinensis var2,Hibiscus (var2),flower,Asia,Indonesia,2008,0.433,0.0,,0.12,0.015,0.064,0.234,0.0322,0.1182,50.62,0.78,0.0831,1.056,1.198,0.158,20.56,1263.4,Clay,0.582,0.0,24.257532,-118.190193,52.98,residential_yard,20.8,moderate,CR,0.236,32.88,0,0.457,Hybrid-synthetic (modeled from literature distributions)
R000099,Quercus robur var6,English oak (var6),tree,South America,Peru,2002,18.091,30.175,0.616,1014.525,220.466,580.446,2128.3,10.2253,37.4929,1.76,2.19,0.0139,5.663,12.983,1.704,14.03,2020.9,Loam,1.765,829.2,38.566604,123.59742,44.0,natural_forest,29.91,high,CR,0.929,14.81,1,0.437,Hybrid-synthetic (modeled from literature distributions)
R000100,Betula pendula var4,Silver birch (var4),tree,Oceania,New Zealand,2020,8.246,8.615,0.526,32.17,10.56,20.083,73.637,0.4528,1.6601,2.25,-0.37,0.0159,2.892,90.935,1.352,21.76,1248.1,Chalky,2.192,313.3,-15.651096,-12.874133,11.84,community_garden,48.48,high,LC,0.829,18.2,0,0.008,Hybrid-synthetic (modeled from literature distributions)
R000101,Delonix regia var8,Flame tree (var8),tree,Europe,Germany,2012,19.736,54.36,0.525,3061.443,614.729,1727.801,6335.269,37.3994,137.131,2.16,0.38,0.0212,5.532,73.952,2.035,12.74,1236.7,Chalky,2.789,390.9,31.045839,34.97591,17.42,campus,41.85,moderate,DD,0.606,14.97,1,0.203,Hybrid-synthetic (modeled from literature distributions)
R000102,Zinnia elegans var2,Zinnia (var2),flower,Europe,Spain,2017,0.977,0.0,,0.047,0.008,0.026,0.094,0.0062,0.0229,24.24,-1.63,0.05,1.199,0.105,0.34,5.45,593.8,Peaty,1.843,420.1,52.688218,49.094741,8.66,green_roof,11.77,high,DD,0.756,21.27,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000103,Chrysanthemum morifolium var2,Chrysanthemum (var2),flower,Europe,France,2022,0.356,0.0,,0.049,0.009,0.027,0.1,0.0146,0.0537,53.81,0.67,0.2938,1.351,0.839,0.05,5.82,974.6,Silty,1.461,302.1,-20.965126,144.345922,29.89,residential_yard,166.85,moderate,VU,0.86,18.79,1,0.066,Hybrid-synthetic (modeled from literature distributions)
R000104,Salix babylonica var7,Weeping willow (var7),tree,Africa,Ethiopia,2006,13.897,44.385,0.366,1001.292,210.36,569.476,2088.079,27.274,100.0046,4.79,2.09,0.0185,4.394,17.55,1.795,20.98,1385.9,Clay,0.188,441.5,9.714046,176.644497,30.04,roadside,52.41,low,NT,0.646,22.91,0,0.165,Hybrid-synthetic (modeled from literature distributions)
R000105,Cecropia peltata var7,Trumpet tree (var7),tree,Oceania,New Zealand,2008,22.613,25.157,0.388,554.581,160.567,336.119,1232.438,18.7009,68.57,5.56,3.97,0.0333,2.336,64.706,0.5,15.63,1061.8,Chalky,1.494,886.2,11.916254,-115.431836,6.88,residential_yard,46.64,none,NT,0.773,4.58,0,0.033,Hybrid-synthetic (modeled from literature distributions)
R000106,Pongamia pinnata var8,Karanja (var8),tree,Asia,Indonesia,2005,8.814,28.297,0.591,417.173,84.633,235.849,864.779,12.3807,45.3959,5.25,1.25,0.01,3.628,103.235,2.177,37.31,538.1,Clay,0.345,143.7,43.55962,138.993637,20.46,urban_park,16.57,low,VU,0.747,7.48,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000107,Ficus benjamina var8,Weeping fig (var8),tree,Africa,Nigeria,2009,6.627,54.92,0.585,1168.547,315.217,697.369,2557.02,24.3058,89.1211,3.49,-0.91,0.01,3.09,29.343,1.343,22.29,280.6,Chalky,1.715,505.3,-44.438523,-87.673298,24.58,garden,23.17,high,LC,0.402,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000108,Quercus robur var7,English oak (var7),tree,South America,Argentina,2015,13.089,46.901,0.483,1390.893,308.832,798.871,2929.192,28.957,106.1756,3.62,-0.64,0.0403,4.057,34.79,0.5,21.69,1689.1,Silty,0.834,0.0,8.914509,60.196441,27.46,community_garden,55.02,moderate,NT,0.077,6.5,0,0.433,Hybrid-synthetic (modeled from literature distributions)
R000109,Acacia senegal var3,Gum acacia (var3),tree,Europe,Spain,2003,9.515,51.118,0.697,1732.657,603.688,1098.082,4026.302,42.581,156.1302,3.88,2.95,0.01,3.164,38.845,2.176,9.69,1311.2,Loam-Clay,1.938,499.4,17.36943,-97.262379,45.12,roadside,34.13,high,EN,0.775,31.04,0,0.413,Hybrid-synthetic (modeled from literature distributions)
R000110,Grevillea robusta var6,Silk oak (var6),tree,South America,Brazil,2004,4.993,39.336,0.418,323.2,73.622,186.506,683.857,5.4535,19.9962,2.92,-0.62,0.0257,1.91,21.398,1.854,18.85,1554.0,Loam,1.65,622.5,-30.039726,-85.230955,17.23,residential_yard,10.02,none,NT,0.564,16.84,0,0.194,Hybrid-synthetic (modeled from literature distributions)
R000111,Mangifera indica var5,Mango (var5),tree,South America,Colombia,2019,13.777,42.504,0.712,1773.367,395.119,1019.189,3737.025,39.9762,146.5793,3.92,-4.26,0.01,3.827,1.0,1.032,14.38,965.8,Peaty,1.813,546.1,13.815497,147.818058,8.11,campus,31.39,high,EN,0.506,25.88,0,0.145,Hybrid-synthetic (modeled from literature distributions)
R000112,Cordia africana var3,Cordia (var3),tree,Europe,Italy,2013,8.095,35.037,0.557,553.27,147.019,329.136,1206.831,12.7909,46.9001,3.89,0.2,0.0136,2.385,38.502,1.73,6.58,898.9,Clay,2.751,0.0,-13.521298,-156.180532,31.09,urban_park,10.58,none,NT,0.329,18.86,1,0.453,Hybrid-synthetic (modeled from literature distributions)
R000113,Cecropia peltata var5,Trumpet tree (var5),tree,Europe,Poland,2002,19.775,20.623,0.639,537.791,135.396,316.397,1160.124,1.0898,3.9959,0.34,-0.93,0.01,3.606,57.834,2.056,16.88,899.4,Loam,1.037,356.7,52.258142,-113.136094,9.23,campus,23.98,low,CR,0.814,9.7,0,0.299,Hybrid-synthetic (modeled from literature distributions)
R000114,Grevillea robusta var7,Silk oak (var7),tree,Asia,India,2013,5.428,40.968,0.543,494.987,136.234,296.674,1087.805,20.8116,76.3094,7.01,-3.64,0.0317,3.582,42.524,0.5,24.33,2112.6,Silty,3.747,0.0,39.713901,-136.839206,43.26,community_garden,49.83,moderate,LC,0.856,6.71,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000115,Salix babylonica var7,Weeping willow (var7),tree,Europe,Poland,2009,13.62,5.0,0.542,18.448,5.339,11.18,40.992,0.1653,0.606,1.48,1.2,0.0158,1.549,40.466,1.598,14.29,1055.7,Chalky,3.909,500.3,-56.106786,57.13835,60.46,community_garden,32.8,none,DD,0.319,12.93,0,0.393,Hybrid-synthetic (modeled from literature distributions)
R000116,Salix babylonica var8,Weeping willow (var8),tree,Europe,Poland,2018,1.534,46.645,0.542,180.927,45.617,106.476,390.411,5.7405,21.0485,5.39,-0.82,0.01,3.541,33.456,3.01,12.92,335.8,Chalky,1.529,466.5,-33.451356,-42.843141,15.96,campus,59.57,high,LC,0.231,0.0,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R000117,Lantana camara var7,Lantana (var7),flower,Asia,Vietnam,2004,1.062,0.0,,0.01,0.002,0.006,0.021,0.0023,0.0084,39.33,-3.12,0.1229,0.806,0.634,0.494,16.26,1012.5,Clay,2.053,380.3,-11.615069,120.111844,46.31,garden,50.57,none,LC,0.731,9.84,0,0.007,Hybrid-synthetic (modeled from literature distributions)
R000118,Pinus radiata var5,Monterey pine (var5),tree,Europe,Italy,2023,20.279,25.696,0.515,690.025,174.738,406.438,1490.274,18.3343,67.2259,4.51,2.86,0.01,5.082,15.729,1.056,7.63,895.2,Loam-Clay,1.907,183.4,-11.614724,90.863238,17.65,residential_yard,32.73,high,LC,0.608,9.44,1,0.367,Hybrid-synthetic (modeled from literature distributions)
R000119,Terminalia brownii var8,Terminalia (var8),tree,Oceania,New Zealand,2022,7.602,71.361,0.643,2489.229,552.523,1429.623,5241.953,48.8885,179.2578,3.42,2.69,0.0375,3.664,56.075,2.504,20.93,893.3,Silty,1.527,496.4,20.531179,109.954815,87.89,residential_yard,97.99,high,EN,0.472,27.08,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000120,Delonix regia var2,Flame tree (var2),tree,South America,Brazil,2013,9.154,36.469,0.51,620.45,185.469,378.782,1388.866,20.5715,75.429,5.43,-1.01,0.0268,2.124,64.457,0.5,8.78,570.6,Chalky,1.699,258.4,44.209143,153.526967,14.98,green_roof,26.32,moderate,LC,0.702,15.44,0,0.053,Hybrid-synthetic (modeled from literature distributions)
R000121,Delonix regia var7,Flame tree (var7),tree,Asia,Vietnam,2018,1.5,61.366,0.559,315.604,63.656,178.252,653.592,7.5616,27.7258,4.24,-3.97,0.0124,2.506,22.933,2.304,23.72,1155.4,Peaty,2.341,0.0,38.076637,154.943431,8.71,urban_park,13.01,moderate,CR,0.357,6.09,0,0.238,Hybrid-synthetic (modeled from literature distributions)
R000122,Ficus benjamina var5,Weeping fig (var5),tree,Asia,Philippines,2016,8.34,48.547,0.457,898.254,186.562,509.864,1869.501,0.5099,1.8695,0.1,-0.65,0.01,0.5,35.007,0.669,22.55,1997.2,Chalky,1.393,456.6,47.482793,-72.976606,42.63,community_garden,17.84,moderate,NT,0.091,3.4,0,0.214,Hybrid-synthetic (modeled from literature distributions)
R000123,Zinnia elegans var4,Zinnia (var4),flower,North America,Mexico,2015,0.1,0.0,,0.1,0.02,0.056,0.207,0.0392,0.1437,69.56,-3.77,0.2723,1.258,0.889,0.144,5.43,1600.7,Sandy,1.623,0.0,42.068943,-107.449784,17.06,community_garden,81.74,moderate,EN,0.443,5.82,0,0.248,Hybrid-synthetic (modeled from literature distributions)
R000124,Populus nigra var3,Black poplar (var3),tree,Europe,Poland,2003,17.568,45.857,0.726,2683.354,543.192,1516.476,5560.413,31.3661,115.0089,2.07,0.57,0.0325,3.355,11.907,0.958,15.4,935.4,Loam-Clay,0.822,486.7,29.649392,-101.263,35.69,garden,11.85,moderate,EN,0.225,1.5,0,0.256,Hybrid-synthetic (modeled from literature distributions)
R000125,Hibiscus rosa-sinensis var6,Hibiscus (var6),flower,Europe,Poland,2012,0.205,0.0,,0.065,0.011,0.036,0.132,0.0115,0.0423,32.08,1.26,0.1966,1.625,0.416,0.28,8.89,703.5,Loam-Clay,1.727,265.2,-51.67271,-147.644333,76.3,urban_park,27.56,high,LC,0.526,28.22,0,0.471,Hybrid-synthetic (modeled from literature distributions)
R000126,Ginkgo biloba var2,Ginkgo (var2),tree,Europe,France,2003,10.563,13.647,0.516,101.604,31.213,62.424,228.888,2.9623,10.8616,4.75,0.57,0.0296,3.275,1.0,1.983,16.35,910.3,Loam-Clay,1.119,279.6,-11.756734,82.418112,10.4,natural_forest,55.4,none,DD,0.58,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000127,Lantana camara var6,Lantana (var6),flower,North America,Canada,2001,0.233,0.0,,0.286,0.039,0.153,0.56,0.1667,0.6113,109.15,0.68,0.2149,1.012,0.38,0.291,4.27,1609.1,Loam,0.611,0.0,-20.767077,-69.932175,22.72,green_roof,15.46,high,DD,0.237,0.0,1,0.35,Hybrid-synthetic (modeled from literature distributions)
R000128,Cordia africana var3,Cordia (var3),tree,Africa,Uganda,2008,19.236,57.837,0.455,2927.254,863.128,1781.479,6532.091,120.2864,441.0503,6.75,0.39,0.0359,2.521,58.665,0.679,25.13,1044.7,Peaty,2.0,1856.7,4.964931,-149.028423,8.92,garden,11.76,moderate,EN,0.901,11.46,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000129,Hibiscus rosa-sinensis,Hibiscus (common),flower,Africa,Kenya,2020,0.238,0.0,,0.01,0.002,0.006,0.021,0.0011,0.0039,19.06,2.85,0.05,1.129,1.288,0.197,26.35,995.5,Peaty,3.287,1007.0,24.252894,-60.713201,9.11,campus,33.78,low,VU,0.776,8.26,0,0.092,Hybrid-synthetic (modeled from literature distributions)
R000130,Chrysanthemum morifolium var3,Chrysanthemum (var3),flower,Africa,Nigeria,2013,0.368,0.0,,0.01,0.002,0.006,0.021,0.003,0.0108,50.71,0.8,0.2116,0.411,0.292,0.149,20.62,833.7,Sandy,0.1,847.1,-6.955989,53.364049,44.95,campus,1.9,none,EN,0.658,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000131,Mangifera indica var5,Mango (var5),tree,Oceania,Australia,2015,12.786,33.451,0.407,581.7,168.851,352.759,1293.45,10.9215,40.0456,3.1,-1.61,0.01,0.844,109.615,0.833,16.57,579.8,Chalky,2.081,502.9,-42.783665,-125.479612,15.36,residential_yard,27.01,moderate,EN,0.805,12.78,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R000132,Rosa spp. var8,Rose (var8),flower,North America,United States,2014,0.297,0.0,,0.167,0.04,0.098,0.358,0.0292,0.1069,29.89,3.06,0.2737,1.253,1.096,0.541,15.56,997.7,Peaty,2.436,350.6,-53.452151,35.80601,1.34,garden,69.81,high,NT,0.699,20.44,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R000133,Lavandula angustifolia var5,Lavender (var5),flower,Oceania,Australia,2002,0.1,0.0,,0.097,0.016,0.053,0.195,0.0138,0.0506,26.02,3.18,0.3904,1.163,0.983,0.371,18.85,1620.6,Clay,0.478,472.1,-32.787285,59.947912,30.69,natural_forest,2.5,moderate,CR,0.862,14.93,0,0.145,Hybrid-synthetic (modeled from literature distributions)
R000134,Acer platanoides,Norway maple (common),tree,Africa,Tanzania,2023,4.702,30.797,0.488,217.6,56.142,128.659,471.749,0.1287,0.4717,0.1,-1.43,0.0508,2.342,44.894,1.052,27.36,749.5,Clay,0.828,811.3,-44.76667,-135.617839,32.95,community_garden,31.93,low,EN,0.803,7.45,0,0.081,Hybrid-synthetic (modeled from literature distributions)
R000135,Lantana camara var4,Lantana (var4),flower,North America,Canada,2010,0.1,0.0,,0.248,0.028,0.129,0.475,0.0013,0.0047,1.0,-0.99,0.1515,0.2,0.055,0.466,11.88,1153.7,Peaty,3.134,0.0,59.101754,-93.358615,10.97,natural_forest,62.22,high,VU,0.433,3.03,0,0.0,Hybrid-synthetic (modeled from literature distributions)
